0;13.5628941950619;_a4_;{'d0': {'_a4_': 0.4899762030460544, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 4.816684445098421};27.1257883901237;0.0
41861;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41862;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41863;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41864;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41865;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41866;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41867;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41868;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41869;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41870;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41871;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41872;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41873;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41874;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41875;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41876;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41877;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41878;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41879;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41880;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41881;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41882;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41883;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41884;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41885;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41886;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41887;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41888;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41889;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41890;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41891;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41892;-30.4799541458394;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.417400949015967
41893;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41894;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41895;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41896;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41897;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41898;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41899;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41900;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41901;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41902;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41903;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41904;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41905;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41906;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41907;5.22079384071849;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp((_a2_ ** _a1_))) / _a3_));{'d0': {'_a1_': -999194193.5384727, '_a2_': 3541.1527973602815, '_a3_': 1993.5466582075235, '_a6_': 0.5630974032122714, '_a0_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181445386};-74.7689465671859;42.6052671243113
41908;2.23719265458527;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(-(_a0_))) / _a3_));{'d0': {'_a0_': 0.7897321374790156, '_a2_': 33713.56267551883, '_a3_': 3911.402087799516, '_a6_': 0.563094889066129, '_a1_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181375086};-74.7689465677731;39.621665938471686
41909;2.23719265458527;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(-(_a0_))) / _a3_));{'d0': {'_a0_': 0.7897321374790156, '_a2_': 33713.56267551883, '_a3_': 3911.402087799516, '_a6_': 0.563094889066129, '_a1_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181375086};-74.7689465677731;39.621665938471686
41910;2.23719265458527;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(-(_a0_))) / _a3_));{'d0': {'_a0_': 0.7897321374790156, '_a2_': 33713.56267551883, '_a3_': 3911.402087799516, '_a6_': 0.563094889066129, '_a1_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181375086};-74.7689465677731;39.621665938471686
41911;-1.44275450558761;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a2_': 26857.72148385152, '_a3_': 10588.442083509533, '_a5_': -0.17812559282938795, '_a6_': 0.5630948581023695, '_a0_': 1.0, '_a1_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518139604};-74.7689465675981;35.941718778211296
41912;-1.44275450558761;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a2_': 26857.72148385152, '_a3_': 10588.442083509533, '_a5_': -0.17812559282938795, '_a6_': 0.5630948581023695, '_a0_': 1.0, '_a1_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518139604};-74.7689465675981;35.941718778211296
41913;-1.44275450558761;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a2_': 26857.72148385152, '_a3_': 10588.442083509533, '_a5_': -0.17812559282938795, '_a6_': 0.5630948581023695, '_a0_': 1.0, '_a1_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518139604};-74.7689465675981;35.941718778211296
41914;-1.44275450558761;(((_a6_ ** x) * (x * _a2_)) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a2_': 26857.72148385152, '_a3_': 10588.442083509533, '_a5_': -0.17812559282938795, '_a6_': 0.5630948581023695, '_a0_': 1.0, '_a1_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518139604};-74.7689465675981;35.941718778211296
41915;-8.36690942565822;(((_a6_ ** x) * y) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a3_': 45.43347489602991, '_a5_': 2.1953947666170643, '_a6_': 0.5630948609170764, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518143804};-78.8632911294693;31.064736139076295
41916;-8.36690942565822;(((_a6_ ** x) * y) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a3_': 45.43347489602991, '_a5_': 2.1953947666170643, '_a6_': 0.5630948609170764, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518143804};-78.8632911294693;31.064736139076295
41917;-8.36690942565822;(((_a6_ ** x) * y) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a3_': 45.43347489602991, '_a5_': 2.1953947666170643, '_a6_': 0.5630948609170764, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518143804};-78.8632911294693;31.064736139076295
41918;-8.36690942565822;(((_a6_ ** x) * y) * (pow2(exp(_a5_)) / _a3_));{'d0': {'_a3_': 45.43347489602991, '_a5_': 2.1953947666170643, '_a6_': 0.5630948609170764, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 0.718293518143804};-78.8632911294693;31.064736139076295
41919;-7.89575475244451;(((_a6_ ** x) * y) * (pow2((_a1_ / _a6_)) / _a3_));{'d0': {'_a1_': 42.055460966023766, '_a3_': 3140.234582109173, '_a6_': 0.563094865197802, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181372561};-78.8632911300163;31.535890812563494
41920;-7.89575475244451;(((_a6_ ** x) * y) * (pow2((_a1_ / _a6_)) / _a3_));{'d0': {'_a1_': 42.055460966023766, '_a3_': 3140.234582109173, '_a6_': 0.563094865197802, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181372561};-78.8632911300163;31.535890812563494
41921;-7.89575475244451;(((_a6_ ** x) * y) * (pow2((_a1_ / _a6_)) / _a3_));{'d0': {'_a1_': 42.055460966023766, '_a3_': 3140.234582109173, '_a6_': 0.563094865197802, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181372561};-78.8632911300163;31.535890812563494
41922;-7.89575475244451;(((_a6_ ** x) * y) * (pow2((_a1_ / _a6_)) / _a3_));{'d0': {'_a1_': 42.055460966023766, '_a3_': 3140.234582109173, '_a6_': 0.563094865197802, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181372561};-78.8632911300163;31.535890812563494
41923;-7.89575475244451;(((_a6_ ** x) * y) * (pow2((_a1_ / _a6_)) / _a3_));{'d0': {'_a1_': 42.055460966023766, '_a3_': 3140.234582109173, '_a6_': 0.563094865197802, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181372561};-78.8632911300163;31.535890812563494
41924;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41925;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41926;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41927;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41928;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41929;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41930;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41931;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41932;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41933;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41934;-31.5479778457585;sin((x * _a1_));{'d0': {'_a1_': 1.4715479053618699, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058790385};-85.7947101897260;11.349377249104567
41935;-13.7329775606083;(((_a6_ ** x) * x) * (pow2(_a1_) / _a3_));{'d0': {'_a1_': 78.48321601082499, '_a3_': 3467.640161402469, '_a6_': 0.5630948629068724, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181368597};-78.8632911300494;25.698668004416295
41936;-13.7329775606083;(((_a6_ ** x) * x) * (pow2(_a1_) / _a3_));{'d0': {'_a1_': 78.48321601082499, '_a3_': 3467.640161402469, '_a6_': 0.5630948629068724, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181368597};-78.8632911300494;25.698668004416295
41937;-13.7329775606083;(((_a6_ ** x) * x) * (pow2(_a1_) / _a3_));{'d0': {'_a1_': 78.48321601082499, '_a3_': 3467.640161402469, '_a6_': 0.5630948629068724, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181368597};-78.8632911300494;25.698668004416295
41938;-13.7329775606083;(((_a6_ ** x) * x) * (pow2(_a1_) / _a3_));{'d0': {'_a1_': 78.48321601082499, '_a3_': 3467.640161402469, '_a6_': 0.5630948629068724, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181368597};-78.8632911300494;25.698668004416295
41939;-13.7329775606083;(((_a6_ ** x) * x) * (pow2(_a1_) / _a3_));{'d0': {'_a1_': 78.48321601082499, '_a3_': 3467.640161402469, '_a6_': 0.5630948629068724, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 0.7182935181368597};-78.8632911300494;25.698668004416295
