0;-24.4729364497409;x;{'d0': {'_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.4513060446144521};-48.9458728994819;0.0
42880;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42881;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42882;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42883;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42884;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066490931
42885;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066490931
42886;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066490931
42887;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42888;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42889;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42890;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42891;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42892;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42893;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42894;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42895;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42896;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42897;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42898;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42899;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42900;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42901;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42902;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42903;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42904;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42905;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42906;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42907;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42908;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42909;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42910;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42911;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42912;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42913;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42914;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42915;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42916;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42917;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42918;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42919;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42920;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42921;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42922;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42923;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42924;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42925;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42926;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42927;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42928;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42929;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42930;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42931;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42932;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42933;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42934;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42935;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42936;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42937;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42938;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42939;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42940;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42941;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42942;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42943;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42944;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42945;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42946;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42947;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42948;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42949;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42950;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42951;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42952;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42953;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42954;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42955;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42956;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42957;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42958;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42959;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42960;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42961;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42962;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42963;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42964;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42965;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42966;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42967;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42968;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42969;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
42970;-39.8667437686608;(x * _a7_);{'d0': {'_a7_': 1.262903703951793, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.6930560629825175};-89.1980236703035;4.732268066491004
